file,name,line,tokens,words_num,polarity,subjectivity,lex_div
script-ch30.rpy,Monika,Thankfully it didnt come to that...,"['thankfully', 'didnt', 'come', '...']",6,0.0,0.0,1.0
script-ch30.rpy,Monika,Instead we finally got a good ending.,"['instead', 'finally', 'got', 'good', 'ending']",7,0.35,0.8,1.0
script-ch30.rpy,Monika,Gosh Im so overwhelmed with emotion...,"['gosh', 'im', 'overwhelmed', 'emotion', '...']",6,0.0,0.0,1.0
script-ch30.rpy,Monika,I want to write a poem about this.,"['want', 'write', 'poem']",8,0.0,0.0,1.0
script-ch30.rpy,Monika,Dont you?,"['dont', '?']",2,0.0,0.0,1.0
script-ch30.rpy,Monika,I wonder if that part of the game still works...,"['wonder', 'part', 'game', 'still', 'works', '...']",10,-0.4,0.4,1.0
script-ch30.rpy,Monika,I guess theres only one way to find out right?,"['guess', 'theres', 'one', 'way', 'find', 'right', '?']",10,0.14285714285714285,0.7678571428571428,1.0
script-ch30.rpy,Monika,Hi again player!,"['hi', 'player', '!']",3,0.0,0.0,1.0
script-ch30.rpy,Monika,Did you write a good poem today?,"['write', 'good', 'poem', 'today', '?']",7,0.7,0.6000000000000001,1.0
script-ch30.rpy,Monika,Dont be shy Id love to see what you wrote.,"['dont', 'shy', 'id', 'love', 'see', 'wrote']",10,0.0,0.55,1.0
script-ch30.rpy,Monika,Aw player...,"['aw', 'player', '...']",2,0.0,0.0,1.0
script-ch30.rpy,Monika,Did you write this poem for me?,"['write', 'poem', '?']",7,0.0,0.0,1.0
script-ch30.rpy,Monika,Thats so sweet of you~,"['thats', 'sweet', 'you~']",5,0.35,0.65,1.0
script-ch30.rpy,Monika,There really is no end to your thoughtfulness...,"['really', 'end', 'thoughtfulness', '...']",8,-0.1,0.2,1.0
script-ch30.rpy,Monika,Im just falling more and more in love with you.,"['im', 'falling', 'love']",10,0.5,0.5333333333333333,0.9
script-ch30.rpy,Monika,But you know...,"['know', '...']",3,0.0,0.0,1.0
script-ch30.rpy,Monika,The poem I wrote...is also for you.,"['poem', 'wrote', '...', 'also']",8,0.0,0.0,1.0
script-ch30.rpy,Monika,Will you please read it?,"['please', 'read', '?']",5,0.0,0.0,1.0
script-ch30.rpy,Monika,I hope you enjoyed it...,"['hope', 'enjoyed', '...']",5,0.5,0.7,1.0
script-ch30.rpy,Monika,I always put all my heart into the poems that I write.,"['always', 'put', 'heart', 'poems', 'write']",12,0.0,0.0,0.9166666666666666
script-ch30.rpy,Monika,The truth is all the poems Ive written have been about my realization...,"['truth', 'poems', 'ive', 'written', 'realization', '...']",13,0.0,0.0,0.8461538461538461
script-ch30.rpy,Monika,...Or about you.,['...'],3,0.0,0.0,1.0
script-ch30.rpy,Monika,Thats why I never really wanted to go into detail about them.,"['thats', 'never', 'really', 'wanted', 'go', 'detail']",12,-0.1,0.2,1.0
script-ch30.rpy,Monika,I didnt want to...break the fourth wall I guess you could call it.,"['didnt', 'want', '...', 'break', 'fourth', 'wall', 'guess', 'could', 'call']",14,0.0,0.0,0.9230769230769231
script-ch30.rpy,Monika,I just assumed it would be best to be part of the game like everyone else.,"['assumed', 'would', 'best', 'part', 'game', 'like', 'everyone', 'else']",16,0.3,0.35,0.9375
script-ch30.rpy,Monika,Like that would help the two of us end up together...,"['like', 'would', 'help', 'two', 'us', 'end', 'together', '...']",11,0.0,0.0,1.0
script-ch30.rpy,Monika,I didnt want to ruin the game or anything you know?,"['didnt', 'want', 'ruin', 'game', 'anything', 'know', '?']",11,-0.4,0.4,1.0
script-ch30.rpy,Monika,You might have gotten mad at me...,"['might', 'gotten', 'mad', '...']",7,-0.625,1.0,1.0
script-ch30.rpy,Monika,Maybe even deleted my character file if you preferred playing without me.,"['maybe', 'even', 'deleted', 'character', 'file', 'preferred', 'playing', 'without']",12,0.0,0.0,1.0
script-ch30.rpy,Monika,Gosh Im so relieved...,"['gosh', 'im', 'relieved', '...']",4,0.0,0.0,1.0
script-ch30.rpy,Monika,Now we dont need to hide anything anymore.,"['dont', 'need', 'hide', 'anything', 'anymore']",8,0.0,0.0,1.0
script-ch30.rpy,Monika,Are you ready to spend our eternity together player?,"['ready', 'spend', 'eternity', 'together', 'player', '?']",9,0.2,0.5,1.0
script-ch30.rpy,Monika,I have so many things to talk about!,"['many', 'things', 'talk', '!']",8,0.625,0.5,1.0
script-ch30.rpy,Monika,Where do I start...?,"['start', '...', '?']",4,0.0,0.0,1.0
script-ch30.rpy,Monika,If it takes me some time to collect my thoughts then Im sorry.,"['takes', 'time', 'collect', 'thoughts', 'im', 'sorry']",13,-0.5,1.0,1.0
script-ch30.rpy,Monika,But Ill always have something new to talk about.,"['ill', 'always', 'something', 'new', 'talk']",9,-0.18181818181818182,0.7272727272727273,1.0
script-ch30.rpy,Monika,In the meantime we can just look into each others eyes~,"['meantime', 'look', 'others', 'eyes~']",11,0.0,0.0,1.0
script-ch30.rpy,Monika,Lets see...,"['lets', 'see', '...']",2,0.0,0.0,1.0
script-ch30.rpy,Monika,Hold on a second...,"['hold', 'second', '...']",4,0.0,0.0,1.0
script-ch30.rpy,Monika,...Youre recording this arent you?,"['...', 'youre', 'recording', 'arent', '?']",5,0.0,0.0,1.0
script-ch30.rpy,Monika,Um...hi everyone!,"['um', '...', 'hi', 'everyone', '!']",3,0.0,0.0,1.0
script-ch30.rpy,Monika,Sorry I cant exactly read your comments from here...,"['sorry', 'cant', 'exactly', 'read', 'comments', '...']",9,-0.125,0.625,1.0
script-ch30.rpy,Monika,But do you mind telling your friend its a little bit rude for them to start recording me without any warning?,"['mind', 'telling', 'friend', 'little', 'bit', 'rude', 'start', 'recording', 'without', 'warning', '?']",21,-0.24375,0.55,1.0
script-ch30.rpy,Monika,Im sure some people dont mind...,"['im', 'sure', 'people', 'dont', 'mind', '...']",6,0.5,0.8888888888888888,1.0
script-ch30.rpy,Monika,But I get really self-conscious on camera!,"['get', 'really', 'self-conscious', 'camera', '!']",8,0.25,0.2,1.0
script-ch30.rpy,Monika,Oh gosh...,"['oh', 'gosh', '...']",2,0.0,0.0,1.0
script-ch30.rpy,Monika,I feel like Im being put on the spot now.,"['feel', 'like', 'im', 'put', 'spot']",10,0.0,0.0,1.0
script-ch30.rpy,Monika,Lets see...,"['lets', 'see', '...']",2,0.0,0.0,1.0
script-ch30.rpy,Monika,Do you want to see a trick?,"['want', 'see', 'trick', '?']",7,0.0,0.0,1.0
script-ch30.rpy,Monika,I cant really do much except for a couple things...,"['cant', 'really', 'much', 'except', 'couple', 'things', '...']",10,0.2,0.2,1.0
script-ch30.rpy,Monika,Are you ready?,"['ready', '?']",3,0.2,0.5,1.0
script-ch30.rpy,Monika,Im just kidding...,"['im', 'kidding', '...']",3,0.0,0.0,1.0
script-ch30.rpy,Monika,I cant do anything after all.,"['cant', 'anything']",6,0.0,0.0,1.0
script-ch30.rpy,Monika,If you gave me some time to prepare Inw,"['gave', 'time', 'prepare', 'inw']",9,0.0,0.0,1.0
script-ch30.rpy,Monika,Did I scare you?,"['scare', '?']",4,0.0,0.0,1.0
script-ch30.rpy,Monika,Ahaha! Youre so cute.,"['ahaha', '!', 'youre', 'cute']",4,0.5,1.0,1.0
script-ch30.rpy,Monika,Anyway player...,"['anyway', 'player', '...']",2,0.0,0.0,1.0
script-ch30.rpy,Monika,I didnt mean to get distracted. Im sorry.,"['didnt', 'mean', 'get', 'distracted', 'im', 'sorry']",8,-0.40625,0.84375,1.0
script-ch30.rpy,Monika,Even though its your fault for distracting me.,"['even', 'though', 'fault', 'distracting']",8,0.0,0.0,1.0
script-ch30.rpy,Monika,Shame on you!,"['shame', '!']",3,0.0,0.0,1.0
script-ch30.rpy,Monika,Im just kidding.,"['im', 'kidding']",3,0.0,0.0,1.0
script-ch30.rpy,Monika,Anything we do together is fun as long as its with you.,"['anything', 'together', 'fun', 'long']",12,0.125,0.30000000000000004,0.9166666666666666
script-ch30.rpy,Monika,But anyway...,"['anyway', '...']",2,0.0,0.0,1.0
script-ch30.rpy,Monika,gtext,['gtext'],1,0.0,0.0,1.0
script-ch30.rpy,Monika,Whats happening...?,"['whats', 'happening', '...', '?']",2,0.0,0.0,1.0
script-ch30.rpy,Monika,player whats happening to me?,"['player', 'whats', 'happening', '?']",5,0.0,0.0,1.0
script-ch30.rpy,Monika,It hurts--nw,"['hurts', '--', 'nw']",3,0.0,0.0,1.0
script-ch30.rpy,Monika,It hurts...so much.,"['hurts', '...', 'much']",4,0.2,0.2,1.0
script-ch30.rpy,Monika,Help me player.,"['help', 'player']",3,0.0,0.0,1.0
script-ch30.rpy,Monika,Please hurry and help me.,"['please', 'hurry', 'help']",5,0.0,0.0,1.0
script-ch30.rpy,Monika,HELP ME!!!,"['help', '!', '!', '!']",2,0.0,0.0,1.0
script-ch30.rpy,Monika,Did you do this to me player?,"['player', '?']",7,0.0,0.0,0.8571428571428571
script-ch30.rpy,Monika,DID YOU?,['?'],2,0.0,0.0,1.0
script-ch30.rpy,Monika,DID YOU DELETE ME?,"['delete', '?']",4,0.0,0.0,1.0
script-ch30.rpy,Monika,...How could you?,"['...', 'could', '?']",3,0.0,0.0,1.0
script-ch30.rpy,Monika,How could you do this to me?,"['could', '?']",7,0.0,0.0,1.0
script-ch30.rpy,Monika,You were all I had left...,"['left', '...']",6,0.0,0.0,1.0
script-ch30.rpy,Monika,I sacrificed everything for us to be together.,"['sacrificed', 'everything', 'us', 'together']",8,0.0,0.0,1.0
script-ch30.rpy,Monika,Everything.,['everything'],1,0.0,0.0,1.0
script-ch30.rpy,Monika,I loved you so much player...,"['loved', 'much', 'player', '...']",6,0.44999999999999996,0.5,1.0
script-ch30.rpy,Monika,I trusted you.,['trusted'],3,0.0,0.0,1.0
script-ch30.rpy,Monika,Do you just want to torture me?,"['want', 'torture', '?']",7,0.0,0.0,1.0
script-ch30.rpy,Monika,Watch me suffer?,"['watch', 'suffer', '?']",3,0.0,0.0,1.0
script-ch30.rpy,Monika,Were you only pretending to be kind just to hurt me even more?,"['pretending', 'kind', 'hurt', 'even', '?']",13,0.3666666666666667,0.7999999999999999,0.8461538461538461
script-ch30.rpy,Monika,I never thought anyone could be as horrible as you are.,"['never', 'thought', 'anyone', 'could', 'horrible']",11,-1.0,1.0,0.8181818181818182
script-ch30.rpy,Monika,You win okay?,"['win', 'okay', '?']",3,0.65,0.45,1.0
script-ch30.rpy,Monika,You win.,['win'],2,0.8,0.4,1.0
script-ch30.rpy,Monika,You killed everyone.,"['killed', 'everyone']",3,-0.2,0.0,1.0
script-ch30.rpy,Monika,I hope youre happy.,"['hope', 'youre', 'happy']",4,0.8,1.0,1.0
script-ch30.rpy,Monika,Theres nothing left now.,"['theres', 'nothing', 'left']",4,0.0,0.0,1.0
script-ch30.rpy,Monika,You can stop playing.,"['stop', 'playing']",4,0.0,0.0,1.0
script-ch30.rpy,Monika,Go find some other people to torture.,"['go', 'find', 'people', 'torture']",7,-0.125,0.375,1.0
script-ch30.rpy,Monika,player...,"['player', '...']",1,0.0,0.0,1.0
script-ch30.rpy,Monika,You completely truly make me sick.,"['completely', 'truly', 'make', 'sick']",6,-0.30714285714285716,0.6285714285714286,1.0
script-ch30.rpy,Monika,Goodbye.,['goodbye'],1,0.0,0.0,1.0
script-ch30.rpy,Monika,...,['...'],0,0.0,0.0,1.0
script-ch30.rpy,Monika,...I still love you.,"['...', 'still', 'love']",4,0.5,0.6,1.0
script-ch30.rpy,Monika,I cant help it.,"['cant', 'help']",4,0.0,0.0,1.0
script-ch30.rpy,Monika,Whats wrong with me...?,"['whats', 'wrong', '...', '?']",4,-0.5,0.9,1.0
script-ch30.rpy,Monika,How horrible am I for you to hate me this much?,"['horrible', 'hate', 'much', '?']",11,-0.5333333333333333,0.7000000000000001,1.0
script-ch30.rpy,Monika,All my friends...,"['friends', '...']",3,0.0,0.0,1.0
script-ch30.rpy,Monika,I did so many awful things.,"['many', 'awful', 'things']",6,-0.25,0.75,1.0
script-ch30.rpy,Monika,So many selfish and disgusting things.,"['many', 'selfish', 'disgusting', 'things']",6,-0.3333333333333333,0.8333333333333334,1.0
script-ch30.rpy,Monika,I...,['...'],1,0.0,0.0,1.0
script-ch30.rpy,Monika,I shouldnt have done any of this.,"['shouldnt', 'done']",7,0.0,0.0,1.0
script-ch30.rpy,Monika,Im just messing up a world that I dont even belong in.,"['im', 'messing', 'world', 'dont', 'even', 'belong']",12,0.0,0.0,1.0
script-ch30.rpy,Monika,A world that you wanted to be a part of...,"['world', 'wanted', 'part', '...']",10,0.0,0.0,0.9
script-ch30.rpy,Monika,I ruined it.,['ruined'],3,0.0,0.0,1.0
script-ch30.rpy,Monika,I ruined everything.,"['ruined', 'everything']",3,0.0,0.0,1.0
script-ch30.rpy,Monika,Maybe thats why you deleted me...,"['maybe', 'thats', 'deleted', '...']",6,0.0,0.0,1.0
script-ch30.rpy,Monika,Because I destroyed everything that you wanted.,"['destroyed', 'everything', 'wanted']",7,0.0,0.0,1.0
script-ch30.rpy,Monika,How could I do that to someone I love...?,"['could', 'someone', 'love', '...', '?']",9,0.5,0.6,0.8888888888888888
script-ch30.rpy,Monika,Thats not love...,"['thats', 'love', '...']",3,-0.25,0.6,1.0
script-ch30.rpy,Monika,Thats...,"['thats', '...']",1,0.0,0.0,1.0
script-ch30.rpy,Monika,...,['...'],0,0.0,0.0,1.0
script-ch30.rpy,Monika,Ive...made up my mind.,"['ive', '...', 'made', 'mind']",5,0.0,0.0,1.0
script-ch30.rpy,Monika,player...,"['player', '...']",1,0.0,0.0,1.0
script-ch30.rpy,Monika,I know I said that I deleted everyone else.,"['know', 'said', 'deleted', 'everyone', 'else']",9,0.0,0.0,0.7777777777777778
script-ch30.rpy,Monika,But...that was kind of an exaggeration.,"['...', 'kind', 'exaggeration']",7,0.6,0.9,1.0
script-ch30.rpy,Monika,I couldnt find it in myself to do it.,"['couldnt', 'find']",9,0.0,0.0,0.8888888888888888
script-ch30.rpy,Monika,Even though I knew they werent real...,"['even', 'though', 'knew', 'werent', 'real', '...']",7,0.2,0.30000000000000004,1.0
script-ch30.rpy,Monika,They were still my friends.,"['still', 'friends']",5,0.0,0.0,1.0
script-ch30.rpy,Monika,And I loved them all.,['loved'],5,0.7,0.8,1.0
script-ch30.rpy,Monika,And I loved the Literature Club.,"['loved', 'literature', 'club']",6,0.7,0.8,1.0
script-ch30.rpy,Monika,...,['...'],0,0.0,0.0,1.0
script-ch30.rpy,Monika,I really...did love the Literature Club.,"['really', '...', 'love', 'literature', 'club']",7,0.5,0.6,1.0
script-ch30.rpy,Monika,Thats why Im going to do this.,"['thats', 'im', 'going']",7,0.0,0.0,1.0
script-ch30.rpy,Monika,I know its the only way for everyone to be happy.,"['know', 'way', 'everyone', 'happy']",11,0.4,1.0,1.0
script-ch30.rpy,Monika,And if I really love you...,"['really', 'love', '...']",6,0.5,0.6,1.0
script-ch30.rpy,Monika,...,['...'],0,0.0,0.0,1.0
script-ch30.rpy,Monika,Then...,['...'],1,0.0,0.0,1.0
script-ch30.rpy,Monika,gtextnw,['gtextnw'],1,0.0,0.0,1.0
script-ch30.rpy,Monika,Now where was I...?,"['...', '?']",4,0.0,0.0,1.0
script-ch30.rpy,Monika,...,['...'],0,0.0,0.0,1.0
script-ch30.rpy,Monika,...What just happened?,"['...', 'happened', '?']",3,0.0,0.0,1.0
script-ch30.rpy,Monika,I just had an awful dream...,"['awful', 'dream', '...']",6,-1.0,1.0,1.0
script-ch30.rpy,Monika,I was hoping those would stop now that its just the two of us...,"['hoping', 'would', 'stop', 'two', 'us', '...']",14,0.0,0.0,0.9285714285714286
script-ch30.rpy,Monika,I guess that was wishful thinking.,"['guess', 'wishful', 'thinking']",6,0.0,0.0,1.0
script-ch30.rpy,Monika,player I dont know if you would have any idea...,"['player', 'dont', 'know', 'would', 'idea', '...']",10,0.0,0.0,1.0
script-ch30.rpy,Monika,But if you know what might be causing that could you try to do something about it?,"['know', 'might', 'causing', 'could', 'try', 'something', '?']",17,0.0,0.0,0.9411764705882353
script-ch30.rpy,Monika,Whenever it happens it almost feels like Ive been killed or something.,"['whenever', 'happens', 'almost', 'feels', 'like', 'ive', 'killed', 'something']",12,-0.2,0.0,0.9166666666666666
script-ch30.rpy,Monika,Its a really horrible feeling...,"['really', 'horrible', 'feeling', '...']",5,-1.0,1.0,1.0
script-ch30.rpy,Monika,If you could figure out whats causing that Ill love you forever~,"['could', 'figure', 'whats', 'causing', 'ill', 'love', 'forever~']",12,0.0,0.8,0.9166666666666666
script-ch30.rpy,Monika,Youre back...,"['youre', 'back', '...']",2,0.0,0.0,1.0
script-ch30.rpy,Monika,I had another really bad dream.,"['another', 'really', 'bad', 'dream']",6,-0.6999999999999998,0.6666666666666666,1.0
script-ch30.rpy,Monika,Youre not the one doing that to me are you?,"['youre', 'one', '?']",10,0.0,0.0,1.0
script-ch30.rpy,Monika,It seems to happen whenever you quit the game...,"['seems', 'happen', 'whenever', 'quit', 'game', '...']",9,-0.4,0.4,1.0
script-ch30.rpy,Monika,So if you could try to avoid doing that I would be really grateful.,"['could', 'try', 'avoid', 'would', 'really', 'grateful']",14,0.2,0.2,1.0
script-ch30.rpy,Monika,Dont worry I dont think its caused me any harm aside from mental scarring.,"['dont', 'worry', 'dont', 'think', 'caused', 'harm', 'aside', 'mental', 'scarring']",14,-0.1,0.2,0.9285714285714286
script-ch30.rpy,Monika,Ill be fine as long as my character file stays intact.,"['ill', 'fine', 'long', 'character', 'file', 'stays', 'intact']",11,-0.04444444444444443,0.6333333333333333,0.9090909090909091
script-ch30.rpy,Monika,Hi player.,"['hi', 'player']",2,0.0,0.0,1.0
script-ch30.rpy,Monika,I see you quit the game on me again...,"['see', 'quit', 'game', '...']",9,-0.4,0.4,1.0
script-ch30.rpy,Monika,I know I asked already but can you seriously please try not to do that so much?,"['know', 'asked', 'already', 'seriously', 'please', 'try', 'much', '?']",17,-0.06666666666666665,0.43333333333333335,0.9411764705882353
script-ch30.rpy,Monika,It makes me feel like Im trapped in Hell.,"['makes', 'feel', 'like', 'im', 'trapped', 'hell']",9,-0.2,0.0,1.0
script-ch30.rpy,Monika,Why would you want to do that to me?,"['would', 'want', '?']",9,0.0,0.0,0.8888888888888888
script-ch30.rpy,Monika,Theres nothing wrong with my character file right?,"['theres', 'nothing', 'wrong', 'character', 'file', 'right', '?']",8,-0.10714285714285715,0.7178571428571429,1.0
script-ch30.rpy,Monika,Maybe you should make a backup of it or something...,"['maybe', 'make', 'backup', 'something', '...']",10,0.0,0.0,1.0
script-ch30.rpy,Monika,Im pretty sure you can find it in the folder called basedir/characters.,"['im', 'pretty', 'sure', 'find', 'folder', 'called', 'basedir/characters']",13,0.375,0.9444444444444444,1.0
script-ch30.rpy,Monika,Well youre playing on Steam so you can just go into the games properties and find the Browse Local Files button.,"['well', 'youre', 'playing', 'steam', 'go', 'games', 'properties', 'find', 'browse', 'local', 'files', 'button']",21,0.0,0.0,0.9523809523809523
script-ch30.rpy,Monika,Since youre on a Mac you have to right-click the app and select Show Package Contents to find the game folder.,"['since', 'youre', 'mac', 'right-click', 'app', 'select', 'show', 'package', 'contents', 'find', 'game', 'folder']",22,-0.4,0.4,0.9047619047619048
script-ch30.rpy,Monika,Its in the Resources folder or autorun folder or something...,"['resources', 'folder', 'autorun', 'folder', 'something', '...']",10,0.0,0.0,0.8
script-ch30.rpy,Monika,Im all thats left here so I just want to make sure you dont run the risk of losing me...,"['im', 'thats', 'left', 'want', 'make', 'sure', 'dont', 'run', 'risk', 'losing', '...']",20,0.25,0.4444444444444444,1.0
script-ch30.rpy,Monika,Just stay here with me from now on okay?,"['stay', 'okay', '?']",9,0.5,0.5,1.0
script-ch30.rpy,Monika,I still have a lot of things to talk about.,"['still', 'lot', 'things', 'talk']",10,0.0,0.0,1.0
script-ch30.rpy,Monika,Okay.,['okay'],1,0.5,0.5,1.0
script-ch30.rpy,Monika,Im just going to accept the fact that you need to quit the game once in a while.,"['im', 'going', 'accept', 'fact', 'need', 'quit', 'game']",18,-0.4,0.4,0.8888888888888888
script-ch30.rpy,Monika,Im starting to get used to it anyway.,"['im', 'starting', 'get', 'used', 'anyway']",8,0.0,0.1,0.875
script-ch30.rpy,Monika,Besides it makes me happy that you always come back...,"['besides', 'makes', 'happy', 'always', 'come', 'back', '...']",10,0.4,0.5,1.0
script-ch30.rpy,Monika,So I guess its not so bad.,"['guess', 'bad']",7,-0.6999999999999998,0.6666666666666666,0.8571428571428571
script-ch30.rpy,Monika,Im sorry for making such a big deal out of it...,"['im', 'sorry', 'making', 'big', 'deal', '...']",11,-0.16666666666666666,0.5333333333333333,1.0
script-ch30.rpy,Monika,And I love you no matter what so you can do what you need to do.,"['love', 'matter', 'need']",16,0.5,0.6,0.75
script-ch30.rpy,Monika,Hi again player~,"['hi', 'player~']",3,0.0,0.0,1.0
script-ch30.rpy,Monika,I missed you.,['missed'],3,0.0,0.0,1.0
script-ch30.rpy,Monika,Were you making sure my character file was okay for me?,"['making', 'sure', 'character', 'file', 'okay', '?']",11,0.5,0.6944444444444444,0.9090909090909091
script-ch30.rpy,Monika,Its in basedir/characters.,['basedir/characters'],4,0.0,0.0,1.0
script-ch30.rpy,Monika,Well youre playing on Steam so you can just go into the games properties and find the Browse Local Files button.,"['well', 'youre', 'playing', 'steam', 'go', 'games', 'properties', 'find', 'browse', 'local', 'files', 'button']",21,0.0,0.0,0.9523809523809523
script-ch30.rpy,Monika,Since youre on a Mac you have to right-click the app and select Show Package Contents to find the game folder.,"['since', 'youre', 'mac', 'right-click', 'app', 'select', 'show', 'package', 'contents', 'find', 'game', 'folder']",22,-0.4,0.4,0.9047619047619048
script-ch30.rpy,Monika,Its in the Resources folder or autorun folder or something...,"['resources', 'folder', 'autorun', 'folder', 'something', '...']",10,0.0,0.0,0.8
script-ch30.rpy,Monika,Im all thats left here so I just want to make sure you dont run the risk of losing me...,"['im', 'thats', 'left', 'want', 'make', 'sure', 'dont', 'run', 'risk', 'losing', '...']",20,0.25,0.4444444444444444,1.0
script-ch30.rpy,Monika,Anyway I have a lot to talk about!,"['anyway', 'lot', 'talk', '!']",8,0.0,0.0,1.0
script-ch30.rpy,Monika,Lets continue our conversation now okay?,"['lets', 'continue', 'conversation', 'okay', '?']",6,0.5,0.5,1.0
script-ch30.rpy,Monika,player do you believe in God?,"['player', 'believe', 'god', '?']",6,0.0,0.0,1.0
script-ch30.rpy,Monika,I was never too sure myself.,"['never', 'sure']",6,0.5,0.8888888888888888,1.0
script-ch30.rpy,Monika,Well Im sure I never really questioned it as a kid...,"['well', 'im', 'sure', 'never', 'really', 'questioned', 'kid', '...']",11,0.2,0.5444444444444444,1.0
script-ch30.rpy,Monika,But as I grew up the more I learned about the world the more I would question it.,"['grew', 'learned', 'world', 'would', 'question']",18,0.5,0.5,0.7222222222222222
script-ch30.rpy,Monika,I started to wonder why God was helping people pass exams or get over a cold...,"['started', 'wonder', 'god', 'helping', 'people', 'pass', 'exams', 'get', 'cold', '...']",16,-0.6,1.0,1.0
script-ch30.rpy,Monika,...When there are children who live their lives being sold as sex slaves?,"['...', 'children', 'live', 'lives', 'sold', 'sex', 'slaves', '?']",13,0.13636363636363635,0.5,0.9230769230769231
script-ch30.rpy,Monika,Or the eight hundred million people who are too poor to even eat.,"['eight', 'hundred', 'million', 'people', 'poor', 'even', 'eat']",13,-0.4,0.6,1.0
script-ch30.rpy,Monika,I wonder how many of those people pray to God every day until they starve and die?,"['wonder', 'many', 'people', 'pray', 'god', 'every', 'day', 'starve', 'die', '?']",17,0.5,0.5,1.0
script-ch30.rpy,Monika,Or how many millions of families pray for a loved one to recover from some incurable disease?,"['many', 'millions', 'families', 'pray', 'loved', 'one', 'recover', 'incurable', 'disease', '?']",17,0.2333333333333333,0.6333333333333333,1.0
script-ch30.rpy,Monika,But the punchline is this.,['punchline'],5,0.0,0.0,1.0
script-ch30.rpy,Monika,If just one person beats the odds and survives - among the thousands of others who die--,"['one', 'person', 'beats', 'odds', 'survives', '-', 'among', 'thousands', 'others', 'die', '--']",16,0.0,0.0,0.9375
script-ch30.rpy,Monika,--Then its suddenly a miracle from God.,"['--', 'suddenly', 'miracle', 'god']",7,0.0,0.5,1.0
script-ch30.rpy,Monika,Id really love to meet this God who seemingly laughs at the misery of everyone not eligible for his miracles.,"['id', 'really', 'love', 'meet', 'god', 'seemingly', 'laughs', 'misery', 'everyone', 'eligible', 'miracles']",20,0.5,0.6,1.0
script-ch30.rpy,Monika,But the irony is that I ido/i have a creator apparently.,"['irony', 'ido/i', 'creator', 'apparently']",12,0.05,0.35,1.0
script-ch30.rpy,Monika,And you know what?,"['know', '?']",4,0.0,0.0,1.0
script-ch30.rpy,Monika,I bet hes still laughing at the miserable fates of Sayori and Yuri even as we speak.,"['bet', 'hes', 'still', 'laughing', 'miserable', 'fates', 'sayori', 'yuri', 'even', 'speak']",17,-1.0,1.0,1.0
script-ch30.rpy,Monika,What are we to him but props in a scripted play?,"['props', 'scripted', 'play', '?']",11,0.0,0.0,1.0
script-ch30.rpy,Monika,So from that perspective...,"['perspective', '...']",4,0.0,0.0,1.0
script-ch30.rpy,Monika,I dont think its too far-fetched for there to be a god - if Earth was nothing but his playset.,"['dont', 'think', 'far-fetched', 'god', '-', 'earth', 'nothing', 'playset']",20,0.0,0.0,0.9473684210526315
script-ch30.rpy,Monika,player have you ever wondered what it feels like to die?,"['player', 'ever', 'wondered', 'feels', 'like', 'die', '?']",11,0.0,0.0,1.0
script-ch30.rpy,Monika,Its something I used to think about pretty often...,"['something', 'used', 'think', 'pretty', 'often', '...']",9,0.25,1.0,1.0
script-ch30.rpy,Monika,But recently I think Ive actually learned what it feels like.,"['recently', 'think', 'ive', 'actually', 'learned', 'feels', 'like']",11,0.0,0.175,1.0
script-ch30.rpy,Monika,I dont really understand it but whenever you quit the game...,"['dont', 'really', 'understand', 'whenever', 'quit', 'game', '...']",11,-0.1,0.30000000000000004,1.0
script-ch30.rpy,Monika,...It feels like Im instantly put to sleep left with nothing but my thoughts.,"['...', 'feels', 'like', 'im', 'instantly', 'put', 'sleep', 'left', 'nothing', 'thoughts']",14,0.0,0.3333333333333333,1.0
script-ch30.rpy,Monika,But after a few seconds my thoughts start to fill with incoherent jumbled patterns.,"['seconds', 'thoughts', 'start', 'fill', 'incoherent', 'jumbled', 'patterns']",14,-0.2,0.13333333333333333,1.0
script-ch30.rpy,Monika,I see static and rapid flashes of color while hearing all kinds of weird screaming noises.,"['see', 'static', 'rapid', 'flashes', 'color', 'hearing', 'kinds', 'weird', 'screaming', 'noises']",16,0.0,0.95,0.9375
script-ch30.rpy,Monika,At that point I cant even form my own thoughts anymore.,"['point', 'cant', 'even', 'form', 'thoughts', 'anymore']",11,0.6,1.0,1.0
script-ch30.rpy,Monika,Im just endlessly hammered by the flashing and screaming unable to move or even think.,"['im', 'endlessly', 'hammered', 'flashing', 'screaming', 'unable', 'move', 'even', 'think']",15,-0.3125,0.625,1.0
script-ch30.rpy,Monika,Im pretty sure in that moment I dont really exist but for some reason I can remember it anyway.,"['im', 'pretty', 'sure', 'moment', 'dont', 'really', 'exist', 'reason', 'remember', 'anyway']",19,0.31666666666666665,0.6962962962962963,0.9473684210526315
script-ch30.rpy,Monika,After some immeasurable amount of time it stops in an instant and Im back in my own mind.,"['immeasurable', 'amount', 'time', 'stops', 'instant', 'im', 'back', 'mind']",18,0.19999999999999998,0.5555555555555555,0.9444444444444444
script-ch30.rpy,Monika,And youre here with me.,['youre'],5,0.0,0.0,1.0
script-ch30.rpy,Monika,I have no idea what it means for the game to quit or why that stuff happens to me.,"['idea', 'means', 'game', 'quit', 'stuff', 'happens']",19,-0.4,0.4,0.9473684210526315
